972.232000	972.458196	5.121476E-4	1.144050E-2	300.032400	28267688.000000	28267716.000000	-28.000000
972.226000	972.448320	5.128704E-4	1.145625E-2	300.031800	28272185.000000	28272214.000000	-29.000000
972.218000	972.438367	5.103120E-4	1.139824E-2	300.030300	28276685.000000	28276715.000000	-30.000000
972.207000	972.428491	5.092777E-4	1.137080E-2	300.030900	28281181.000000	28281213.000000	-32.000000
972.196000	972.418538	5.052417E-4	1.127829E-2	300.031000	28285681.000000	28285712.000000	-31.000000
972.187000	972.408662	5.047874E-4	1.126467E-2	300.024300	28290176.000000	28290205.000000	-29.000000
972.177000	972.398708	5.073529E-4	1.131807E-2	300.024700	28294557.000000	28294616.000000	-59.000000
972.169000	972.388831	5.117398E-4	1.141123E-2	300.026400	28299076.000000	28299106.000000	-30.000000
972.160000	972.378877	5.142707E-4	1.146141E-2	300.024600	28303574.000000	28303605.000000	-31.000000
972.151000	972.368923	5.138272E-4	1.144728E-2	300.026300	28308069.000000	28308100.000000	-31.000000
972.151000	972.358968	4.957373E-4	1.104579E-2	300.027400	28312570.000000	28312598.000000	-28.000000
972.141000	972.349169	4.949755E-4	1.102344E-2	300.022000	28317068.000000	28317097.000000	-29.000000
972.131000	972.339214	4.919186E-4	1.095193E-2	300.023400	28321562.000000	28321591.000000	-29.000000
972.120000	972.329337	4.904001E-4	1.091077E-2	300.024300	28326076.000000	28326103.000000	-27.000000
972.111000	972.319460	4.877496E-4	1.085094E-2	300.019400	28330573.000000	28330604.000000	-31.000000
972.102000	972.309738	4.906047E-4	1.091176E-2	300.025600	28334941.000000	28335026.000000	-85.000000
972.093000	972.299860	4.942416E-4	1.099186E-2	300.020400	28339474.000000	28339504.000000	-30.000000
972.085000	972.289904	4.993306E-4	1.110476E-2	300.020300	28343972.000000	28343998.000000	-26.000000
972.075000	972.279949	5.012469E-4	1.114787E-2	300.021100	28348468.000000	28348496.000000	-28.000000
972.065000	972.269993	5.001795E-4	1.112428E-2	300.017700	28352963.000000	28352992.000000	-29.000000
972.055000	972.260192	4.994749E-4	1.110753E-2	300.018300	28357349.000000	28357410.000000	-61.000000
972.044000	972.250314	4.962845E-4	1.103652E-2	300.019600	28361863.000000	28361891.000000	-28.000000
972.036000	972.240358	4.964108E-4	1.103834E-2	300.019800	28366362.000000	28366392.000000	-30.000000
972.027000	972.230401	4.941498E-4	1.098688E-2	300.018700	28370862.000000	28370891.000000	-29.000000
972.017000	972.220522	4.981855E-4	1.107491E-2	300.019800	28375357.000000	28375320.000000	37.000000
972.009000	972.210566	5.009385E-4	1.113443E-2	300.017000	28379759.000000	28379789.000000	-30.000000
