temperature_C,wavelength_nm,absorption_cm2,archived_emission_reconstruction_cm2,mccumber_emission_cm2,fluorescence_photon_probability_per_nm,energy_equivalent_fluorescence_wavelength_nm
80.0,1134.0,2.9898208679040364e-29,3.8023810633144623e-28,1.2405949113909781e-26,2.013061613366294e-08,1005.6214228858759
80.0,1134.5,2.656883552858492e-29,3.1056734985199492e-28,1.1200409552122603e-26,1.8142418993795814e-08,1005.6214228858759
80.0,1135.0,2.360713895547346e-29,2.5329187849461987e-28,1.0110560607718298e-26,1.6348242870971173e-08,1005.6214228858759
80.0,1135.5,2.0972862509969982e-29,2.0627761743619418e-28,9.12544469324105e-27,1.4729390402530309e-08,1005.6214228858759
80.0,1136.0,1.8630116186634277e-29,1.677445138885558e-28,8.235126887918564e-27,1.32689409060813e-08,1005.6214228858759
80.0,1136.5,1.6546911492796288e-29,1.3621026383294493e-28,7.430602775052521e-27,1.1951586949949999e-08,1005.6214228858759
80.0,1137.0,1.4694737142115238e-29,1.1044262117975617e-28,6.703710736300373e-27,1.0763479742299589e-08,1005.6214228858759
80.0,1137.5,1.3048187410285675e-29,8.94188208320227e-29,6.047055498092503e-27,9.692094129552217e-09,1005.6214228858759
80.0,1138.0,1.1584628106562743e-29,7.229137537331009e-29,5.453937772316589e-27,8.726104718028863e-09,1005.6214228858759
80.0,1138.5,1.028389263794283e-29,5.835921019267498e-29,4.918287664217551e-27,7.855269271906357e-09,1005.6214228858759
80.0,1139.0,9.128017193796219e-30,4.7043288433806253e-29,4.434607195358521e-27,7.0703278303823076e-09,1005.6214228858759
80.0,1139.5,8.101004518522342e-30,3.786616002642816e-29,3.997918261442186e-27,6.362911499369086e-09,1005.6214228858759
80.0,1140.0,7.188607996747426e-30,3.043478178934326e-29,3.603712921278667e-27,5.725455872720325e-09,1005.6214228858759
80.0,1140.5,6.378142821911973e-30,2.4426119599465366e-29,3.2479101236189616e-27,5.151125543723509e-09,1005.6214228858759
80.0,1141.0,5.6583163489260536e-30,1.9575105311136025e-29,2.9268158739797938e-27,4.633744828750016e-09,1005.6214228858759
80.0,1141.5,5.019074997785048e-30,1.5664591827758347e-29,2.6370861686732668e-27,4.167733567220302e-09,1005.6214228858759
80.0,1142.0,4.451472222044172e-30,1.2516975306538911e-29,2.375695713092537e-27,3.748052698883068e-09,1005.6214228858759
80.0,1142.5,3.9475458812477904e-30,9.98723021339982e-30,2.139907019509196e-27,3.370150989766496e-09,1005.6214228858759
80.0,1143.0,3.500210659686436e-30,7.957122505348925e-30,1.92724327271495e-27,3.029918222293565e-09,1005.6214228858759
80.0,1143.5,3.103163650690548e-30,6.330418127426781e-30,1.7354645570710727e-27,2.7236441351356864e-09,1005.6214228858759
80.0,1144.0,2.7507980283253476e-30,5.028912662987306e-30,1.562545133778827e-27,2.4479794238565807e-09,1005.6214228858759
80.0,1144.5,2.438126499198714e-30,3.9891572527923226e-30,1.4066530403206081e-27,2.199900768331719e-09,1005.6214228858759
80.0,1145.0,2.160713970144769e-30,3.159755898400152e-30,1.2661321054808693e-27,1.976679985414275e-09,1005.6214228858759
80.0,1145.5,1.91461661059673e-30,2.4991438718821012e-30,1.1394851176387249e-27,1.7758552908440636e-09,1005.6214228858759
80.0,1146.0,1.6963282500445118e-30,1.973759963166262e-30,1.025358975737797e-27,1.5952059364554806e-09,1005.6214228858759
80.0,1146.5,1.5027317595883784e-30,1.5565488061950126e-30,9.225307212633152e-28,1.4327284719118945e-09,1005.6214228858759
80.0,1147.0,1.3310566401027632e-30,1.2257346972577879e-30,8.298954202956348e-28,1.2866161147279912e-09,1005.6214228858759
80.0,1147.5,1.1788407481402086e-30,9.638192274482475e-31,7.464548903666864e-28,1.155239636004154e-09,1005.6214228858759
80.0,1148.0,1.0438960655358672e-30,7.567632326356507e-31,6.713073937450069e-28,1.037129932275364e-09,1005.6214228858759
80.0,1148.5,9.242785127125758e-31,5.93321134523873e-31,6.036384853988857e-28,9.30962554161367e-10,1005.6214228858759
80.0,1149.0,8.18261241449202e-31,4.644991788149988e-31,5.427128425817801e-28,8.355439023783058e-10,1005.6214228858759
80.0,1149.5,7.24310231617923e-31,3.6311603542098473e-31,4.878664582348321e-28,7.497981220440083e-10,1005.6214228858759
80.0,1150.0,6.410630852661356e-31,2.8344660016547294e-31,4.384999088962009e-28,6.727557777836848e-10,1005.6214228858759
140.0,880.0,1.9120410620746884e-22,0.0,4.6312825901043e-24,2.2801738809385693e-05,1000.9603125472845
140.0,880.5,1.9493832129729546e-22,0.0,4.829039943542585e-24,2.3721422579771338e-05,1000.9603125472845
140.0,881.0,1.9867294028390554e-22,0.0,5.033275778110174e-24,2.4668597931810928e-05,1000.9603125472845
140.0,881.5,2.0240523686401061e-22,0.0,5.2441019311991716e-24,2.564361404508183e-05,1000.9603125472845
140.0,882.0,2.0613248473432233e-22,0.0,5.461628428475438e-24,2.664680744391718e-05,1000.9603125472845
140.0,882.5,2.0985188186090525e-22,0.0,5.685961192812136e-24,2.7678490973438644e-05,1000.9603125472845
140.0,883.0,2.13560651453373e-22,0.0,5.917204359281688e-24,2.873896529690413e-05,1000.9603125472845
140.0,883.5,2.1725597885601584e-22,0.0,6.155458293008326e-24,2.9828509415010354e-05,1000.9603125472845
140.0,884.0,2.2093504941312387e-22,0.0,6.400820282564173e-24,3.0947384250465675e-05,1000.9603125472845
140.0,884.5,2.2459506109076176e-22,0.0,6.653384612662787e-24,3.2095833190929665e-05,1000.9603125472845
140.0,885.0,2.2823313612434727e-22,0.0,6.913239614744565e-24,3.3274068079920526e-05,1000.9603125472845
140.0,885.5,2.3184652296704297e-22,0.0,7.180473335803538e-24,3.448229678518196e-05,1000.9603125472845
140.0,886.0,2.3543239434136457e-22,0.0,7.455167228230526e-24,3.5720692999654e-05,1000.9603125472845
140.0,886.5,2.389879482133767e-22,0.0,7.737398798957942e-24,3.698940928192984e-05,1000.9603125472845
140.0,887.0,2.4251045827979096e-22,0.0,8.027242993783194e-24,3.828858388939115e-05,1000.9603125472845
140.0,887.5,2.459971729937699e-22,0.0,8.324768669468374e-24,3.961832414250478e-05,1000.9603125472845
140.0,888.0,2.494453660520251e-22,0.0,8.630039848610703e-24,4.097871272495269e-05,1000.9603125472845
140.0,888.5,2.528524373690129e-22,0.0,8.943118970748598e-24,4.236982335806075e-05,1000.9603125472845
140.0,889.0,2.5621571112854287e-22,0.0,9.264059656431937e-24,4.379168669246074e-05,1000.9603125472845
140.0,889.5,2.5953266297571824e-22,0.0,9.59291437099922e-24,4.524432693346401e-05,1000.9603125472845
140.0,890.0,2.628007685556424e-22,0.0,9.929728864225256e-24,4.672773574479791e-05,1000.9603125472845
140.0,890.5,2.6601757924406533e-22,0.0,1.0274544642244324e-23,4.8241884217868135e-05,1000.9603125472845
140.0,891.0,2.691807221473844e-22,0.0,1.0627398820080222e-23,4.978672241058828e-05,1000.9603125472845
140.0,891.5,2.722879001026434e-22,0.0,1.098832397512206e-23,5.1362178897995275e-05,1000.9603125472845
140.0,892.0,2.753368411904353e-22,0.0,1.1357345919316026e-23,5.2968150623446426e-05,1000.9603125472845
140.0,892.5,2.78325424952647e-22,0.0,1.173448864669621e-23,5.460452627663999e-05,1000.9603125472845
140.0,893.0,2.8125158141826314e-22,0.0,1.211977018337975e-23,5.627116712037386e-05,1000.9603125472845
140.0,893.5,2.8411334159046427e-22,0.0,1.2513204556429757e-23,5.796791642096123e-05,1000.9603125472845
140.0,894.0,2.8690878695952894e-22,0.0,1.2914799506859432e-23,5.9694589082354634e-05,1000.9603125472845
140.0,894.5,2.8963615047702933e-22,0.0,1.3324560881127864e-23,6.145099222049677e-05,1000.9603125472845
140.0,895.0,2.9229374082518477e-22,0.0,1.3742489323391777e-23,6.323691003510348e-05,1000.9603125472845
140.0,895.5,2.948799929039593e-22,0.0,1.4168582591035647e-23,6.505211470257009e-05,1000.9603125472845
140.0,896.0,2.9739344258751274e-22,0.0,1.4602834475981768e-23,6.68963615753081e-05,1000.9603125472845
140.0,896.5,2.9983270148065197e-22,0.0,1.5045233585183664e-23,6.876938380232563e-05,1000.9603125472845
140.0,897.0,3.0219655789302656e-22,0.0,1.5495768441839992e-23,7.067091584932182e-05,1000.9603125472845
140.0,897.5,3.04483875864933e-22,0.0,1.5954422691438964e-23,7.260067167781438e-05,1000.9603125472845
140.0,898.0,3.066936456544126e-22,0.0,1.642117776726009e-23,7.455835708432164e-05,1000.9603125472845
140.0,898.5,3.0882500898080043e-22,0.0,1.6896014538120425e-23,7.654367726533025e-05,1000.9603125472845
140.0,899.0,3.1087718329407863e-22,0.0,1.7378909520442343e-23,7.855631971143743e-05,1000.9603125472845
140.0,899.5,3.1284961323616975e-22,0.0,1.7869843553924654e-23,8.059599354250731e-05,1000.9603125472845
140.0,900.0,3.147417686925456e-22,2.7902032620909843e-36,1.836879099320588e-23,8.266238063877366e-05,1000.9603125472845
140.0,900.5,3.1655339722771654e-22,6.570580072349092e-36,1.8875734530065396e-23,8.475520250684788e-05,1000.9603125472845
140.0,901.0,3.182842716497418e-22,1.5302838580590824e-35,1.939065121323672e-23,8.687415721674388e-05,1000.9603125472845
140.0,901.5,3.1993449293281725e-22,3.524850389536729e-35,1.9913531132779358e-23,8.901900319510853e-05,1000.9603125472845
140.0,902.0,3.2150431351243258e-22,8.029893745963205e-35,2.0444368052780055e-23,9.118951678500236e-05,1000.9603125472845
140.0,902.5,3.2299438972086092e-22,1.8091697206001148e-34,2.0983176590126362e-23,9.338556850942671e-05,1000.9603125472845
140.0,903.0,3.2440603422264863e-22,4.031338590690842e-34,2.1530011574221293e-23,9.56072080060468e-05,1000.9603125472845
140.0,903.5,3.25741973321084e-22,8.884226509751534e-34,2.2085023972250134e-23,9.785490984522442e-05,1000.9603125472845
140.0,904.0,3.2700803827597853e-22,1.9363789871400924e-33,2.264858842796451e-23,0.00010013013268348958,1000.9603125472845
140.0,904.5,3.2821710329730543e-22,4.174087502247832e-33,2.3221605519400457e-23,0.0001024366417129344,1000.9603125472845
140.0,905.0,3.2939774408249545e-22,8.898835333138364e-33,2.3806182556190778e-23,0.00010478347968688693,1000.9603125472845
140.0,905.5,3.3061198403136055e-22,1.876312474775821e-32,2.4407069226710403e-23,0.00010719121363569041,1000.9603125472845
140.0,906.0,3.3199015558721787e-22,3.912709353844788e-32,2.503456005308986e-23,0.00010970452635646444,1000.9603125472845
140.0,906.5,3.337948673899718e-22,8.069571235344066e-32,2.5709993123456657e-23,0.00011241599285292473,1000.9603125472845
140.0,907.0,3.3653083895767e-22,1.6459767958829719e-31,2.6475524392306674e-23,0.00011550819471744054,1000.9603125472845
140.0,907.5,3.411200404292369e-22,3.32045321720276e-31,2.7410325874601755e-23,0.00011932324010819655,1000.9603125472845
140.0,908.0,3.491575864203527e-22,6.624780062505458e-31,2.8655341637565785e-23,0.00012446853280983233,1000.9603125472845
140.0,908.5,3.632485859408705e-22,1.3072117842161071e-30,3.044774139850426e-23,0.000131963166955093,1000.9603125472845
140.0,909.0,3.873920715310558e-22,2.5510612255782587e-30,3.3163383682816166e-23,0.0001434170140939554,1000.9603125472845
140.0,909.5,4.273261795501628e-22,4.923752374125456e-30,3.736065630552151e-23,0.00016121337013413916,1000.9603125472845
140.0,910.0,4.906831960541901e-22,9.398790154598527e-30,4.3811994028653555e-23,0.00018863610666300487,1000.9603125472845
140.0,910.5,5.867489857742242e-22,1.7743860402272495e-29,5.350211921969708e-23,0.0002298521434190816,1000.9603125472845
140.0,911.0,7.256110728258987e-22,3.31302471356658e-29,6.75677291165245e-23,0.0002896431012057744,1000.9603125472845
140.0,911.5,9.165537820838135e-22,6.117890403894157e-29,8.715657546962308e-23,0.00037279565292825046,1000.9603125472845
140.0,912.0,1.1657416386928255e-21,1.11732392389388e-28,1.1319866626663957e-22,0.0004831247987484249,1000.9603125472845
140.0,912.5,1.4735072516541248e-21,2.0181660998013433e-28,1.4610938275181588e-22,0.0006222200297582648,1000.9603125472845
140.0,913.0,1.8318593211583033e-21,3.605247929773089e-28,1.8547903268531196e-22,0.000788150373846799,1000.9603125472845
140.0,913.5,2.2230246721712125e-21,6.36962377172953e-28,2.2983381450863433e-22,0.0009744893384443662,1000.9603125472845
140.0,914.0,2.6198169112230774e-21,1.1129940481929086e-27,2.7656524451519074e-22,0.0011700655507227023,1000.9603125472845
140.0,914.5,2.988292956527598e-21,1.923411983577944e-27,3.2210461473762904e-22,0.0013597512959996293,1000.9603125472845
140.0,915.0,3.2925665788731844e-21,3.287397555465772e-27,3.623644368564573e-22,0.0015263655872982333,1000.9603125472845
140.0,915.5,3.500940968434821e-21,5.556899150050103e-27,3.933898468508358e-22,0.0016534349980573263,1000.9603125472845
140.0,916.0,3.591981726810373e-21,9.289947264997359e-27,4.1208800973599596e-22,0.001728245590121755,1000.9603125472845
140.0,916.5,3.558980532323131e-21,1.5360112523016493e-26,4.168589533271008e-22,0.0017444423851554806,1000.9603125472845
140.0,917.0,3.411591325891673e-21,2.5117471429936967e-26,4.07960731237858e-22,0.0017034853093402605,1000.9603125472845
140.0,917.5,3.1741862491727274e-21,4.062168049064856e-26,3.8750900371138646e-22,0.001614562568687117,1000.9603125472845
140.0,918.0,2.8813810740454697e-21,6.497409705022111e-26,3.5911068881404376e-22,0.0014929834066003973,1000.9603125472845
140.0,918.5,2.5719373709230353e-21,1.0278341753953479e-25,3.2723254319369924e-22,0.0013574918122178268,1000.9603125472845
140.0,919.0,2.282588138623566e-21,1.608074836144116e-25,2.9647109807927576e-22,0.0012272066221826904,1000.9603125472845
140.0,919.5,2.043166405264739e-21,2.48822629984328e-25,2.708990667765235e-22,0.0011189171961343693,1000.9603125472845
140.0,920.0,1.8738694334009134e-21,3.807798309432385e-25,2.5361931999487035e-22,0.0010452697885167464,1000.9603125472845
140.0,920.5,1.7847924211866092e-21,5.763129346276242e-25,2.4658136109356286e-22,0.00101405718811155,1000.9603125472845
140.0,921.0,1.7772752962009985e-21,8.626671259439423e-25,2.506380868405688e-22,0.0010285038454427204,1000.9603125472845
140.0,921.5,1.8462750032056355e-21,1.2771106838970658e-24,2.6576568352898038e-22,0.00108821552716301,1000.9603125472845
140.0,922.0,1.982959935133096e-21,1.8698821659321882e-24,2.913512858205138e-22,0.001190393724307708,1000.9603125472845
140.0,922.5,2.176918642647401e-21,2.7076987928550845e-24,3.264645554583889e-22,0.001330968909743799,1000.9603125472845
140.0,923.0,2.417680101637008e-21,3.8778130181257904e-24,3.7006147859723596e-22,0.0015054434601230718,1000.9603125472845
140.0,923.5,2.695513428846091e-21,5.492547393379879e-24,4.211028030505075e-22,0.0017093771998785915,1000.9603125472845
140.0,924.0,3.0016615361637766e-21,7.694158783377665e-24,4.785974057872375e-22,0.0019385625967968856,1000.9603125472845
140.0,924.5,3.3282266258860295e-21,1.06597969484392e-23,5.415940850336027e-22,0.002188989227735713,1000.9603125472845
140.0,925.0,3.667923207832562e-21,1.4606195111386716e-23,6.091497752495983e-22,0.002456713606035661,1000.9603125472845
140.0,925.5,4.0138442431091996e-21,1.9793641872202413e-23,6.802955755529625e-22,0.002737721885979475,1000.9603125472845
140.0,926.0,4.359323819201501e-21,2.652862231433913e-23,7.540150234084282e-22,0.00302784351423677,1000.9603125472845
140.0,926.5,4.697918974619502e-21,3.516447512585442e-23,8.29240691178678e-22,0.0033227394218562256,1000.9603125472845
140.0,927.0,5.023498556190081e-21,4.6099264252688235e-23,9.048697509711783e-22,0.0036179662189593864,1000.9603125472845
140.0,927.5,5.3304007388025106e-21,5.977013538774698e-23,9.79794194695588e-22,0.003909098038763198,1000.9603125472845
140.0,928.0,5.613627703658094e-21,7.66434283883175e-23,1.052941743682077e-21,0.004191889369521079,1000.9603125472845
140.0,928.5,5.869036277551964e-21,9.719994450980114e-23,1.1233208081106164e-21,0.004462451871220898,1000.9603125472845
140.0,929.0,6.093495048721852e-21,1.2191509550989475e-22,1.190063946655905e-21,0.004717422955944488,1000.9603125472845
140.0,929.5,6.284993418979631e-21,1.5123398826576026e-22,1.2524663232088667e-21,0.004954112386324737,1000.9603125472845
140.0,930.0,6.4426767427314685e-21,1.8554178884753725e-22,1.3100128299547954e-21,0.005170602223168657,1000.9603125472845
140.0,930.5,6.566817246409429e-21,2.2513057773854924e-22,1.3623939739253668e-21,0.005365801195347632,1000.9603125472845
140.0,931.0,6.658711438688458e-21,2.701641098409456e-22,1.4095067782936469e-21,0.005539439436719109,1000.9603125472845
140.0,931.5,6.720518147876222e-21,3.206425997248926e-22,1.4514415492231017e-21,0.005692007818130691,1000.9603125472845
140.0,932.0,6.75505051506961e-21,3.763701826939547e-22,1.4884555060062944e-21,0.005824646610728562,1000.9603125472845
140.0,932.5,6.765540522329974e-21,4.369277148610826e-22,1.5209357821560837e-21,0.005938994036947087,1000.9603125472845
140.0,933.0,6.755393019541994e-21,5.016541938965735e-22,1.5493544881518635e-21,0.0060370058027752905,1000.9603125472845
140.0,933.5,6.727951868176045e-21,5.696389587714404e-22,1.5742203950075261e-21,0.006120763783611884,1000.9603125472845
140.0,934.0,6.686289914960789e-21,6.397279249140066e-22,1.596030003396389e-21,0.006192284765746176,1000.9603125472845
140.0,934.5,6.633044605892306e-21,7.105446625732933e-22,1.6152236820954922e-21,0.006253351261109198,1000.9603125472845
140.0,935.0,6.570302471754018e-21,7.805268485037287e-22,1.6321488397745418e-21,0.0063053716662906855,1000.9603125472845
140.0,935.5,6.499536120218469e-21,8.479782676760193e-22,1.6470324254425655e-21,0.006349278187591193,1000.9603125472845
140.0,936.0,6.421597773498789e-21,9.111335882237996e-22,1.6599654193663921e-21,0.006385472217094006,1000.9603125472845
140.0,936.5,6.336763696994869e-21,9.682327794259876e-22,1.670899718123913e-21,0.00641381800781551,1000.9603125472845
