temperature_C,wavelength_nm,absorption_cm2,archived_emission_reconstruction_cm2,mccumber_emission_cm2,fluorescence_photon_probability_per_nm,energy_equivalent_fluorescence_wavelength_nm
20.0,1137.5,1.2415663868300299e-29,3.3818735493496086e-30,2.0807294657165852e-26,2.5961294518428482e-08,1012.5969786847127
20.0,1138.0,1.1023051761220116e-29,2.614707003630085e-30,1.8826978780130502e-26,2.3449194714814515e-08,1012.5969786847127
20.0,1138.5,9.785370185736503e-30,2.0179980473673678e-30,1.7032638538596482e-26,2.1177082975867944e-08,1012.5969786847127
20.0,1139.0,8.685527265909406e-30,1.554714000572701e-30,1.5407050990917557e-26,1.912233717393773e-08,1012.5969786847127
20.0,1139.5,7.70829987969794e-30,1.1956728868485029e-30,1.3934563951178232e-26,1.7264436706043395e-08,1012.5969786847127
20.0,1140.0,6.840133542802091e-30,9.17923037935646e-31,1.2600959279234188e-26,1.5584775506587567e-08,1012.5969786847127
20.0,1140.5,6.0689562103575624e-30,7.034484512552357e-31,1.1393314453347106e-26,1.4066474834118213e-08,1012.5969786847127
20.0,1141.0,5.384023675918738e-30,5.381338846821461e-31,1.0299897662165696e-26,1.2694239271784804e-08,1012.5969786847127
20.0,1141.5,4.775770612814562e-30,4.109419164598961e-31,9.31005188698e-27,1.1454200636420821e-08,1012.5969786847127
20.0,1142.0,4.235682680363158e-30,3.13258335906564e-31,8.414098434148095e-27,1.0333787360584617e-08,1012.5969786847127
20.0,1142.5,3.756184428730536e-30,2.3837290405014177e-31,7.603253177677852e-27,9.321610779757205e-09,1012.5969786847127
20.0,1143.0,3.3305343507949595e-30,1.81068612392471e-31,6.869540493082481e-27,8.407349742969226e-09,1012.5969786847127
20.0,1143.5,2.9527347922598877e-30,1.3729716418381128e-31,6.205721784505907e-27,7.581654222259445e-09,1012.5969786847127
20.0,1144.0,2.61745032532626e-30,1.0392308105760978e-31,5.605227833685623e-27,6.836054557398622e-09,1012.5969786847127
20.0,1144.5,2.319935902477773e-30,7.852257594707549e-32,5.06209919152716e-27,6.162881410153992e-09,1012.5969786847127
20.0,1145.0,2.0559712168763313e-30,5.922554901201349e-32,4.570928516977368e-27,5.555188893703922e-09,1012.5969786847127
20.0,1145.5,1.821803714395917e-30,4.4591878613344377e-32,4.126811356477652e-27,5.006688719914411e-09,1012.5969786847127
20.0,1146.0,1.614097059950253e-30,3.3514634046993444e-32,3.725299759494709e-27,4.511688446015874e-09,1012.5969786847127
20.0,1146.5,1.4298853402328925e-30,2.5144629377719043e-32,3.362360340872623e-27,4.065035721119757e-09,1012.5969786847127
20.0,1147.0,1.266532344592907e-30,1.8831638435995887e-32,3.0343363321085575e-27,3.662067909673486e-09,1012.5969786847127
20.0,1147.5,1.1216952657693339e-30,1.40787151075421e-32,2.737913021635873e-27,3.2985663061562683e-09,1012.5969786847127
20.0,1148.0,9.932921622075447e-31,1.0506788178156417e-32,2.4700858283306823e-27,2.9707139784667268e-09,1012.5969786847127
20.0,1148.5,8.794731819575373e-31,7.827246601405103e-33,2.2281317496097943e-27,2.67505808802341e-09,1012.5969786847127
20.0,1149.0,7.785952190157328e-31,5.820766273969755e-33,2.0095841402005736e-27,2.4084765814093346e-09,1012.5969786847127
20.0,1149.5,6.891985444972796e-31,4.320990500638031e-33,1.812207750769649e-27,2.168145528165724e-09,1012.5969786847127
20.0,1150.0,6.09986870251865e-31,3.201979755398708e-33,1.6339782537184066e-27,1.951512147242437e-09,1012.5969786847127
80.0,880.0,2.1376408921449866e-22,0.0,2.781976688510386e-24,1.244807189983351e-05,1005.6214228858759
80.0,880.5,2.1793747894747994e-22,0.0,2.9118453472988213e-24,1.2999604938823457e-05,1005.6214228858759
80.0,881.0,2.22107915185232e-22,0.0,3.0465275008297253e-24,1.3570028488280418e-05,1005.6214228858759
80.0,881.5,2.2627219199703616e-22,0.0,3.18613371503709e-24,1.4159699015584236e-05,1005.6214228858759
80.0,882.0,2.3042705296507553e-22,0.0,3.3307735773377425e-24,1.4768964972489803e-05,1005.6214228858759
80.0,882.5,2.345692164279845e-22,0.0,3.4805557917846595e-24,1.5398167292295496e-05,1005.6214228858759
80.0,883.0,2.386953502372994e-22,0.0,3.63558754570343e-24,1.60476366649871e-05,1005.6214228858759
80.0,883.5,2.428021474881055e-22,0.0,3.795975377691744e-24,1.6717697461852713e-05,1005.6214228858759
80.0,884.0,2.468862507883902e-22,0.0,3.961823781958099e-24,1.7408661660667862e-05,1005.6214228858759
80.0,884.5,2.509443279896899e-22,0.0,4.1332361048579546e-24,1.8120832902957446e-05,1005.6214228858759
80.0,885.0,2.5497302169999183e-22,0.0,4.3103134824996545e-24,1.885450192807105e-05,1005.6214228858759
80.0,885.5,2.5896902501438145e-22,0.0,4.493155822203182e-24,1.9609950989733117e-05,1005.6214228858759
80.0,886.0,2.6292903102794408e-22,0.0,4.681860723736401e-24,2.0387449242172657e-05,1005.6214228858759
80.0,886.5,2.668497075922159e-22,0.0,4.8765227121604464e-24,2.118724954297715e-05,1005.6214228858759
80.0,887.0,2.707278235329293e-22,0.0,5.0772352214525026e-24,2.2009597224388896e-05,1005.6214228858759
80.0,887.5,2.7456014767581643e-22,0.0,5.284088555627227e-24,2.2854721348900963e-05,1005.6214228858759
80.0,888.0,2.7834347409015847e-22,0.0,5.497170037251909e-24,2.3722835522944964e-05,1005.6214228858759
80.0,888.5,2.8207469781943247e-22,0.0,5.716565238503643e-24,2.4614143361666443e-05,1005.6214228858759
80.0,889.0,2.8575073915066445e-22,0.0,5.942356288311049e-24,2.5528831319484524e-05,1005.6214228858759
80.0,889.5,2.893685436144294e-22,0.0,6.174621548590558e-24,2.646706748636412e-05,1005.6214228858759
80.0,890.0,2.9292520820259614e-22,0.0,6.413438038582772e-24,2.7429012154343363e-05,1005.6214228858759
80.0,890.5,2.9641780466348436e-22,0.0,6.658877469968043e-24,2.8414800978694757e-05,1005.6214228858759
80.0,891.0,2.9984358145025683e-22,0.0,6.911010400412764e-24,2.9424562931426145e-05,1005.6214228858759
80.0,891.5,3.03199787016076e-22,0.0,7.169902131215594e-24,3.045840294287956e-05,1005.6214228858759
80.0,892.0,3.0648384651894724e-22,0.0,7.435616545136255e-24,3.1516418432079466e-05,1005.6214228858759
80.0,892.5,3.0969321036042495e-22,0.0,7.708212420496385e-24,3.259868379787268e-05,1005.6214228858759
80.0,893.0,3.1282548040335727e-22,0.0,7.987746267999022e-24,3.370526264211377e-05,1005.6214228858759
80.0,893.5,3.1587835948478806e-22,0.0,8.274271022044363e-24,3.483620237678101e-05,1005.6214228858759
80.0,894.0,3.188496009288594e-22,0.0,8.56783454054766e-24,3.5991528099580445e-05,1005.6214228858759
80.0,894.5,3.217371852516538e-22,0.0,8.868484159089019e-24,3.71712619286018e-05,1005.6214228858759
80.0,895.0,3.2453914345635195e-22,0.0,9.176261995144103e-24,3.837540339576372e-05,1005.6214228858759
80.0,895.5,3.2725363276387923e-22,0.0,9.491206837553168e-24,3.960393758114675e-05,1005.6214228858759
80.0,896.0,3.2987893661290574e-22,0.0,9.813354112552402e-24,4.085683513171333e-05,1005.6214228858759
80.0,896.5,3.3241354039049366e-22,0.0,1.0142738171773167e-23,4.2134061926297654e-05,1005.6214228858759
80.0,897.0,3.348560052143517e-22,0.0,1.0479388628170795e-23,4.343556394173375e-05,1005.6214228858759
80.0,897.5,3.372050184199336e-22,0.0,1.082333179144886e-23,4.4761273411045385e-05,1005.6214228858759
80.0,898.0,3.3945944404753595e-22,0.0,1.1174592352631656e-23,4.6111115928615136e-05,1005.6214228858759
80.0,898.5,3.4161827235520003e-22,0.0,1.1533191930543668e-23,4.748500454100264e-05,1005.6214228858759
80.0,899.0,3.436806703058098e-22,0.0,1.1899150885799124e-23,4.888284734019082e-05,1005.6214228858759
80.0,899.5,3.456459310799943e-22,0.0,1.2272486836109434e-23,5.0304541435124265e-05,1005.6214228858759
80.0,900.0,3.4751344883257837e-22,1.5160648085530196e-41,1.2653213853299822e-23,5.1749969791941714e-05,1005.6214228858759
80.0,900.5,3.492828701538763e-22,4.864187229364305e-41,1.3041348140014612e-23,5.321902455915513e-05,1005.6214228858759
80.0,901.0,3.509539173648496e-22,1.537308493272184e-40,1.343690202007879e-23,5.471158249945808e-05,1005.6214228858759
80.0,901.5,3.525264642477534e-22,4.786148917886057e-40,1.3839886877292116e-23,5.622751710272561e-05,1005.6214228858759
80.0,902.0,3.5400056128968555e-22,1.4678349180078882e-39,1.4250314524922817e-23,5.776670417736201e-05,1005.6214228858759
80.0,902.5,3.5537638519548893e-22,4.434407589057419e-39,1.4668195642737712e-23,5.9329015506507205e-05,1005.6214228858759
80.0,903.0,3.5665433986194697e-22,1.3196578348843282e-38,1.5093544357977114e-23,6.0914337384012986e-05,1005.6214228858759
80.0,903.5,3.578349049164901e-22,3.8686044673379093e-38,1.5526372555957073e-23,6.25225475473004e-05,1005.6214228858759
80.0,904.0,3.5891893863978303e-22,1.117157847336937e-37,1.596670348416341e-23,6.415356993584646e-05,1005.6214228858759
80.0,904.5,3.599077284528233e-22,3.177912862062993e-37,1.641457590307559e-23,6.580739082533007e-05,1005.6214228858759
80.0,905.0,3.608040006588992e-22,8.905056680037978e-37,1.6870093581176354e-23,6.748425613267161e-05,1005.6214228858759
80.0,905.5,3.616142176065463e-22,2.458094539531884e-36,1.7333543803975704e-23,6.918514156774643e-05,1005.6214228858759
80.0,906.0,3.6235516625582783e-22,6.683865614043297e-36,1.780574397898982e-23,7.091312496341108e-05,1005.6214228858759
80.0,906.5,3.6307059367710362e-22,1.7902928195704695e-35,1.8288944758007875e-23,7.267695191292516e-05,1005.6214228858759
80.0,907.0,3.638704607696743e-22,4.723758487090422e-35,1.8789031863650645e-23,7.449970360143671e-05,1005.6214228858759
80.0,907.5,3.6501616448309383e-22,1.2277742324863686e-34,1.9320478233471083e-23,7.643823097657261e-05,1005.6214228858759
80.0,908.0,3.6709128518238304e-22,3.143522605003308e-34,1.991664510345724e-23,7.86234471167239e-05,1005.6214228858759
80.0,908.5,3.713131172858321e-22,7.928332870762081e-34,2.0649375405920823e-23,8.133668787788178e-05,1005.6214228858759
80.0,909.0,3.8004488611709145e-22,1.9697648634133682e-33,2.1662782575137703e-23,8.51408532383101e-05,1005.6214228858759
80.0,909.5,3.975376305657649e-22,4.8207449443924184e-33,2.322515032285575e-23,9.108083642483505e-05,1005.6214228858759
80.0,910.0,4.308382135437557e-22,1.1622006852088383e-32,2.5797860312659946e-23,0.00010094792765151238,1005.6214228858759
80.0,910.5,4.906236717657257e-22,2.760039870706004e-32,3.010893614042963e-23,0.00011755873394102855,1005.6214228858759
80.0,911.0,5.91491491318668e-22,6.456792398268712e-32,3.720155856072575e-23,0.00014493287836412125,1005.6214228858759
80.0,911.5,7.51041777465013e-22,1.4879402790731112e-31,4.8409516950377046e-23,0.00018818428242383027,1005.6214228858759
80.0,912.0,9.871026352014618e-22,3.3777026132742473e-31,6.520355916767804e-23,0.00025291305027701623,1005.6214228858759
80.0,912.5,1.3128527621888621e-21,7.5530876996549125e-31,8.887010402612365e-23,0.00034395647242615394,1005.6214228858759
80.0,913.0,1.7304420505185437e-21,1.663776272402445e-30,1.2003717272037536e-22,0.0004635663869239973,1005.6214228858759
80.0,913.5,2.2248030297088445e-21,3.610210223691752e-30,1.5814580336820234e-22,0.0006094004284472673,1005.6214228858759
80.0,914.0,2.760180131157628e-21,7.71680180715947e-30,2.010478027961722e-22,0.0007730255322193427,1005.6214228858759
80.0,914.5,3.281860890730445e-21,1.624835624022981e-29,2.4494370872366584e-22,0.0009397465504875658,1005.6214228858759
80.0,915.0,3.7242983130761786e-21,3.3701459901577825e-29,2.848152429677692e-22,0.001090330453817413,1005.6214228858759
80.0,915.5,4.0244929818054694e-21,6.885813441354142e-29,3.153486974823823e-22,0.0012045835752737678,1005.6214228858759
80.0,916.0,4.137073959540427e-21,1.3858907620375482e-28,3.3214117788001485e-22,0.0012659603887005062,1005.6214228858759
80.0,916.5,4.046216974201357e-21,2.747704270134097e-28,3.328255534295742e-22,0.0012658028694928422,1005.6214228858759
80.0,917.0,3.7701999708275526e-21,5.366340419115138e-28,3.177301645583881e-22,0.001205758675069983,1005.6214228858759
80.0,917.5,3.3569434852425793e-21,1.0324134282092383e-27,2.8983657267799235e-22,0.0010975092368551973,1005.6214228858759
80.0,918.0,2.872176468298508e-21,1.9565743786973534e-27,2.5405275840729144e-22,0.0009599143411282362,1005.6214228858759
80.0,918.5,2.384416980085685e-21,3.652634761979256e-27,2.1606638436281237e-22,0.0008146102158821079,1005.6214228858759
80.0,919.0,1.9516217856518054e-21,6.717124415309672e-27,1.8116798031442254e-22,0.0006815515149029963,1005.6214228858759
80.0,919.5,1.6130511669634003e-21,1.216824032242035e-26,1.533922145208244e-22,0.000575805320271795,1005.6214228858759
80.0,920.0,1.3874733997548992e-21,2.1713977276679577e-26,1.3515678357001745e-22,0.0005062509239189136,1005.6214228858759
80.0,920.5,1.2765144715023699e-21,3.8169654278188777e-26,1.273754033558995e-22,0.0004760687681892501,1005.6214228858759
80.0,921.0,1.2706660460776784e-21,6.609434116539315e-26,1.2987529870201343e-22,0.0004843589497562336,1005.6214228858759
80.0,921.5,1.3554283299283347e-21,1.1273988370633789e-25,1.4190433841564684e-22,0.0005280725651553884,1005.6214228858759
80.0,922.0,1.5159075281895702e-21,1.8943408722542758e-25,1.625565595069919e-22,0.0006036151130370728,1005.6214228858759
80.0,922.5,1.73928436085073e-21,3.1354933285910083e-25,1.9103096440277432e-22,0.0007078114097470305,1005.6214228858759
80.0,923.0,2.0154267741758027e-21,5.1123536121335095e-25,2.267202532096638e-22,0.0008382292356976614,1005.6214228858759
80.0,923.5,2.336328423200195e-21,8.211133354195531e-25,2.691758257085044e-22,0.0009930422926754294,1005.6214228858759
80.0,924.0,2.695069748229446e-21,1.2991298625216606e-24,3.180092885488368e-22,0.0011706611624738746,1005.6214228858759
80.0,924.5,3.084808737751519e-21,2.0247399003620515e-24,3.7278159202682654e-22,0.0013693235803592043,1005.6214228858759
80.0,925.0,3.4980704739946776e-21,3.1085162577847126e-24,4.329123698243252e-22,0.0015867640576880534,1005.6214228858759
80.0,925.5,3.9264123024939816e-21,4.7011518780703925e-24,4.976240810121471e-22,0.001820015080041324,1005.6214228858759
80.0,926.0,4.360446652259556e-21,7.0036215013834e-24,5.659256138246206e-22,0.002065354922440459,1005.6214228858759
80.0,926.5,4.790139515499578e-21,1.0277992214616756e-23,6.366317300173924e-22,0.00231838669552258,1005.6214228858759
80.0,927.0,5.205305827025205e-21,1.485802633360404e-23,7.084137613140517e-22,0.002574229972633203,1005.6214228858759
80.0,927.5,5.596206423696546e-21,2.1158320751136827e-23,7.798731688843372e-22,0.0028277928757637003,1005.6214228858759
80.0,928.0,5.954173276643487e-21,2.968031411275795e-23,8.496306081540624e-22,0.003074096772269026,1005.6214228858759
80.0,928.5,6.272176158452893e-21,4.101314036426094e-23,9.164194222058608e-22,0.003308612778810484,1005.6214228858759
80.0,929.0,6.545279046533938e-21,5.582706779554131e-23,9.79175434429036e-22,0.0035275805842913187,1005.6214228858759
80.0,929.5,6.770917196311569e-21,7.485723903961815e-23,1.0371107032023407e-21,0.003728265482816001,1005.6214228858759
80.0,930.0,6.948980343963895e-21,9.887580061685266e-23,1.0897652402791687e-21,0.003909133006028155,1005.6214228858759
80.0,930.5,7.081677400999734e-21,1.2865109673804283e-22,1.1370282705243687e-21,0.004069912227610494,1005.6214228858759
80.0,931.0,7.173209297863988e-21,1.6489373961749902e-22,1.1791278618853083e-21,0.0042115452169551645,1005.6214228858759
80.0,931.5,7.229274210377897e-21,2.081910709090381e-22,1.2165876640984657e-21,0.004336019850917243,1005.6214228858759
80.0,932.0,7.256474235364113e-21,2.5893290149580957e-22,1.2501575097151302e-21,0.004446111756595536,1005.6214228858759
80.0,932.5,7.261673194760981e-21,3.1723391282077088e-22,1.2807230162162139e-21,0.004545054996807439,1005.6214228858759
80.0,933.0,7.251373826782414e-21,3.8285933987852823e-22,1.3092040396993542e-21,0.004636177467873828,1005.6214228858759
80.0,933.5,7.231185449957292e-21,4.551620895348597e-22,1.3364544955463007e-21,0.004722545787106202,1005.6214228858759
80.0,934.0,7.205411180616736e-21,5.330404070950974e-22,1.363170581474765e-21,0.004806644361486322,1005.6214228858759
80.0,934.5,7.176796709094796e-21,6.1492401759574465e-22,1.3898181589778064e-21,0.0048901259968398385,1005.6214228858759
80.0,935.0,7.146445481403922e-21,6.9879530514205915e-22,1.41658449150722e-21,0.004973651251818748,1005.6214228858759
80.0,935.5,7.113896247417388e-21,7.822503265659066e-22,1.4433583284735525e-21,0.005056829203456378,1005.6214228858759
80.0,936.0,7.077333087196698e-21,8.625986244183765e-22,1.4697372558487742e-21,0.005138254347345153,1005.6214228858759
80.0,936.5,7.033897219308426e-21,9.369987343406372e-22,1.4950603667410491e-21,0.005215631409853199,1005.6214228858759
80.0,937.0,6.980063432626423e-21,1.0026202486483047e-21,1.5184620842610833e-21,0.005285972249138977,1005.6214228858759
80.0,937.5,6.912034289592472e-21,1.0568202687387223e-21,1.5389396344171833e-21,0.005345837699767876,1005.6214228858759
80.0,938.0,6.826115750224928e-21,1.0973194031143593e-21,1.5554273474017399e-21,0.005391600030757625,1005.6214228858759
80.0,938.5,6.71905281034578e-21,1.1223600949219323e-21,1.566873004815124e-21,0.005419709150417667,1005.6214228858759
80.0,939.0,6.588290822799562e-21,1.1308333445682198e-21,1.5723074222082912e-21,0.00542693207300512,1005.6214228858759
80.0,939.5,6.4321645211480134e-21,1.1223600949219323e-21,1.5709057188532543e-21,0.005410560694382391,1005.6214228858759
80.0,940.0,6.2499998016595166e-21,1.0973194031143593e-21,1.5620343693436113e-21,0.0053685680349209106,1005.6214228858759
80.0,940.5,6.042140380496808e-21,1.0568202687387223e-21,1.5452841393099368e-21,0.00529971405211447,1005.6214228858759
80.0,941.0,5.8099049806579265e-21,1.0026202486483047e-21,1.5204876081901351e-21,0.005203597322469351,1005.6214228858759
80.0,941.5,5.555489588954617e-21,9.369987343406372e-22,1.4877223777177608e-21,0.005080657141347374,1005.6214228858759
80.0,942.0,5.28183053500273e-21,8.625986244183765e-22,1.4473018660005796e-21,0.004932133247707883,1005.6214228858759
80.0,942.5,4.9924356623667274e-21,7.822503265659066e-22,1.399753795650398e-21,0.004759984171269757,1005.6214228858759
80.0,943.0,4.691210249046013e-21,6.9879530514205915e-22,1.345792257909452e-21,0.004566784778328116,1005.6214228858759
80.0,943.5,4.382276869509497e-21,6.1492401759574465e-22,1.2862824427746808e-21,0.0043556002488801,1005.6214228858759
80.0,944.0,4.0698057580465395e-21,5.330404070950974e-22,1.2222022500286236e-21,0.004129851083742501,1005.6214228858759
80.0,944.5,3.757862135782798e-21,4.551620895348597e-22,1.1546027603152744e-21,0.003893175956735375,1005.6214228858759
80.0,945.0,3.450274944225598e-21,3.8285933987852823e-22,1.0845692925285802e-21,0.0036492982617325766,1005.6214228858759
80.0,945.5,3.1505290048227462e-21,3.1723391282077088e-22,1.0131842970293863e-21,0.003401900504938212,1005.6214228858759
80.0,946.0,2.861685249347793e-21,2.5893290149580957e-22,9.414943857031945e-22,0.003154514145368756,1005.6214228858759
80.0,946.5,2.5863265977310504e-21,2.081910709090381e-22,8.704817842587859e-22,0.0029104256182604874,1005.6214228858759
80.0,947.0,2.326527867749219e-21,1.6489373961749902e-22,8.010407294753131e-22,0.0026726000540529034,1005.6214228858759
80.0,947.5,2.0838491107284644e-21,1.2865109673804283e-22,7.339596924476459e-22,0.002443625371639371,1005.6214228858759
80.0,948.0,1.8593479303963112e-21,9.887581323862714e-23,6.699089911865157e-22,0.002225674999924592,1005.6214228858759
80.0,948.5,1.6536093712436203e-21,7.48572453505054e-23,6.094342865524622e-22,0.0020204905946152505,1005.6214228858759
80.0,949.0,1.466786914048111e-21,5.58270804173158e-23,5.529545489044463e-22,0.0018293797846801753,1005.6214228858759
80.0,949.5,1.2986538717400593e-21,4.1013162452366283e-23,5.007649471883188e-22,0.0016532302196355022,1005.6214228858759
80.0,950.0,1.1486607427455498e-21,2.9680342511750535e-23,4.53043651151535e-22,0.0014925363526834344,1005.6214228858759
80.0,950.5,1.015993977968472e-21,2.1158361771903898e-23,4.0986123911489525e-22,0.001347434472655694,1005.6214228858759
80.0,951.0,8.99636060437061e-22,1.4858083131589216e-23,3.7119294441762337e-22,0.001217746626379612,1005.6214228858759
80.0,951.5,7.984219498793884e-22,1.0278070311846373e-23,3.369319395609063e-22,0.001103027402449762,1005.6214228858759
80.0,952.0,7.110922456374871e-22,7.003729575327415e-24,3.0690378436282843e-22,0.0010026139439999336,1005.6214228858759
80.0,952.5,6.363401396684296e-22,4.7013009727814785e-24,2.808807350633662e-22,0.0009156748918482053,1005.6214228858759
80.0,953.0,5.728520586581652e-22,3.1087221504809753e-24,2.5859564572152226e-22,0.0008412573962911318,1005.6214228858759
80.0,953.5,5.193415408642342e-22,2.0250244819336104e-24,2.397549962188074e-22,0.0007783307107375758,1005.6214228858759
80.0,954.0,4.745760952518681e-22,1.299523602720979e-24,2.2405061050677243e-22,0.0007258250004529434,1005.6214228858759
80.0,954.5,4.373974973073598e-22,8.216584876088674e-25,2.1116991561906013e-22,0.0006826649503100273,1005.6214228858759
80.0,955.0,4.067357487206419e-22,5.119912378719725e-25,2.0080448286212966e-22,0.0006477974108622805,1005.6214228858759
80.0,955.5,3.816179378709745e-22,3.145997258063059e-25,1.9265708660623458e-22,0.0006202139255937629,1005.6214228858759
80.0,956.0,3.611720263592901e-22,1.9089829934717926e-25,1.8644696642930946e-22,0.000598967202815568,1005.6214228858759
80.0,956.5,3.4462692473884055e-22,1.1478915944882741e-25,1.8191365623130735e-22,0.0005831827849105073,1005.6214228858759
80.0,957.0,3.3130969048126147e-22,6.897666018677189e-26,1.788195548685104e-22,0.0005720665423982204,1005.6214228858759
80.0,957.5,3.2064017634419175e-22,4.2247541305236535e-26,1.7695119028236333e-22,0.0005649078996927718,1005.6214228858759
80.0,958.0,3.121243913178947e-22,2.7522737604090987e-26,1.7611966835738968e-22,0.0005610804193280344,1005.6214228858759
80.0,958.5,3.0534675085572546e-22,2.0509574645169664e-26,1.7616028020287866e-22,0.0005600396993443293,1005.6214228858759
80.0,959.0,2.999621503997551e-22,1.8829251613242336e-26,1.769316957905097e-22,0.0005613199806046109,1005.6214228858759
80.0,959.5,2.9568778647090564e-22,2.1613590104258337e-26,1.7831465160507636e-22,0.0005645291906329423,1005.6214228858759
80.0,960.0,2.9229565933490627e-22,2.9983595360903755e-26,1.8021065109816539e-22,0.0005693440860061302,1005.6214228858759
80.0,960.5,2.8960553005213227e-22,5.038571698187222e-26,1.8254056370841902e-22,0.0005755051320330135,1005.6214228858759
80.0,961.0,2.874787610516564e-22,1.0813712684340616e-25,1.8524340899821992e-22,0.0005828120254098921,1005.6214228858759
80.0,961.5,2.8581344412629866e-22,2.947889879377807e-25,1.8827564690722373e-22,0.0005911208586688241,1005.6214228858759
80.0,962.0,2.8454321398582454e-22,9.150861442349733e-25,1.9161269101701266e-22,0.0006003482821015952,1005.6214228858759
80.0,962.5,2.836515613492096e-22,2.8900859979401247e-24,1.952611402636363e-22,0.0006105091237209489,1005.6214228858759
80.0,963.0,2.832599329305345e-22,8.724593352465412e-24,1.993244039580042e-22,0.0006219201324951693,1005.6214228858759
80.0,963.5,2.8400933816871993e-22,2.4504638734369963e-23,2.042879371677364e-22,0.0006360849751992537,1005.6214228858759
80.0,964.0,2.8840918777948478e-22,6.334083538913937e-23,2.1205283405111414e-22,0.0006588935189198546,1005.6214228858759
80.0,964.5,3.0469993540054217e-22,1.5000802268839993e-22,2.28993082196968e-22,0.0007100562016986605,1005.6214228858759
80.0,965.0,3.555351418749429e-22,3.248737971850085e-22,2.731100520827837e-22,0.0008450992609486428,1005.6214228858759
80.0,965.5,4.921267231583231e-22,6.4285736767945455e-22,3.863913590921114e-22,0.0011931569723516288,1005.6214228858759
80.0,966.0,8.067300057412355e-22,1.1618259603512491e-21,6.473872533806458e-22,0.001994963382992028,1005.6214228858759
80.0,966.5,1.4229959199129717e-21,1.917390119613713e-21,1.1671192997819498e-21,0.003589112798031773,1005.6214228858759
80.0,967.0,2.4387556377470292e-21,2.8892417132454247e-21,2.0443052568599015e-21,0.006273633431883632,1005.6214228858759
80.0,967.5,3.8231447806891315e-21,3.975094789599568e-21,3.275324118431124e-21,0.010030663900823336,1005.6214228858759
80.0,968.0,5.3305219078375525e-21,4.993518913540003e-21,4.667126599309061e-21,0.014263543882730012,1005.6214228858759
80.0,968.5,6.531347434781599e-21,5.7278032658942045e-21,5.8441209130925096e-21,0.01782378696745941,1005.6214228858759
80.0,969.0,6.999999777858658e-21,5.999999809593135e-21,6.40090307534857e-21,0.019481636377304004,1005.6214228858759
80.0,969.5,6.557409278631988e-21,5.741403682284095e-21,6.127631088879093e-21,0.018611468751654613,1005.6214228858759
80.0,970.0,5.383327373308834e-21,5.021568737358647e-21,5.140655469530423e-21,0.015581556946930837,1005.6214228858759
80.0,970.5,3.904042075244537e-21,4.019295637995737e-21,3.809604491879765e-21,0.011523304057185655,1005.6214228858759
80.0,971.0,2.5497202205545277e-21,2.9521520703940282e-21,2.5424120833062942e-21,0.007674468617694754,1005.6214228858759
80.0,971.5,1.5665797118247413e-21,2.0024273561997188e-21,1.5961888231128017e-21,0.004808308630638295,1005.6214228858759
80.0,972.0,9.859874761822926e-22,1.2732580536856174e-21,1.0265305283482952e-21,0.003085930210099065,1005.6214228858759
80.0,972.5,7.105248211438052e-22,7.857798290953848e-22,7.558555294718981e-22,0.002267564476446384,1005.6214228858759
80.0,973.0,6.168443953398657e-22,5.051617850255482e-22,6.704781271078645e-22,0.002007301197319401,1005.6214228858759
80.0,973.5,6.128682839420622e-22,3.7423765816431433e-22,6.806376761710356e-22,0.0020335340664620815,1005.6214228858759
80.0,974.0,6.474203411036446e-22,3.3867285506172197e-22,7.346245477545461e-22,0.002190326709283393,1005.6214228858759
80.0,974.5,6.977279574046334e-22,3.5852723449046097e-22,8.088833660503103e-22,0.0024067879089078254,1005.6214228858759
80.0,975.0,7.552672446395133e-22,4.0925386846075428e-22,8.945642809575656e-22,0.0026562709988148902,1005.6214228858759
80.0,975.5,8.170758218499004e-22,4.777312359501646e-22,9.88723465204797e-22,0.0029298476410504946,1005.6214228858759
80.0,976.0,8.818900474616008e-22,5.575911216172195e-22,1.0902321169517963e-21,0.0032240293832249962,1005.6214228858759
80.0,976.5,9.488026178376404e-22,6.457543678460137e-22,1.1982927653405447e-21,0.0035363336778886745,1005.6214228858759
80.0,977.0,1.0168920424665246e-21,7.404269660985549e-22,1.3120033487208447e-21,0.003863989867185754,1005.6214228858759
80.0,977.5,1.0851540319961478e-21,8.401448915089492e-22,1.4302601164931039e-21,0.004203656825426204,1005.6214228858759
80.0,978.0,1.152510081040441e-21,9.434028207651917e-22,1.5517524724032429e-21,0.004551413748820617,1005.6214228858759
80.0,978.5,1.2178376594639356e-21,1.0485588629553666e-21,1.6749881108087573e-21,0.00490283975527254,1005.6214228858759
80.0,979.0,1.2800073708858458e-21,1.1538572787617156e-21,1.7983324148782665e-21,0.005253134197368204,1005.6214228858759
80.0,979.5,1.3379229384616288e-21,1.2574992128848452e-21,1.9200579926906674e-21,0.005597265079743804,1005.6214228858759
80.0,980.0,1.3905620994323143e-21,1.357732561078049e-21,2.03840260276371e-21,0.005930140085152199,1005.6214228858759
80.0,980.5,1.437016086035088e-21,1.452947390762403e-21,2.151632707343113e-21,0.006246791859088104,1005.6214228858759
80.0,981.0,1.4765256732912158e-21,1.541766413906264e-21,2.2581098027289402e-21,0.006542569078895763,1005.6214228858759
